package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:03:00.400000000,26,1,R,C,1.0,2.0,950.0,1431.0,277.0,412.0,176.0,0,False,False,0,False,False
0 days 00:03:00.600000000,26,1,R,C,1.0,2.0,964.0,1445.0,278.0,431.0,179.0,0,False,False,0,False,False
0 days 00:03:00.800000000,26,1,R,C,1.0,2.0,971.0,1452.0,279.0,437.0,176.0,0,False,False,0,False,False
0 days 00:03:01.000000000,26,1,R,C,1.0,2.0,973.0,1454.0,279.0,436.0,179.0,0,False,False,0,False,False
0 days 00:03:01.200000000,26,1,R,C,1.0,2.0,1010.0,1491.0,280.0,451.0,189.0,0,False,False,0,False,False
0 days 00:03:01.400000000,26,1,R,C,1.0,2.0,1018.0,1499.0,281.0,443.0,186.0,0,False,False,0,False,False
0 days 00:03:01.600000000,26,1,R,C,1.0,2.0,1011.0,1492.0,280.0,444.0,181.0,0,False,False,0,False,False
0 days 00:03:01.800000000,26,1,R,C,1.0,2.0,1041.0,1522.0,282.0,494.0,174.0,0,False,False,0,False,False
0 days 00:03:02.000000000,26,1,R,C,1.0,2.0,1013.0,1494.0,280.0,418.0,183.0,0,False,False,0,False,False
0 days 00:03:02.200000000,26,1,R,C,1.0,2.0,973.0,1454.0,278.0,461.0,180.0,0,False,False,0,False,False
0 days 00:03:02.400000000,26,1,R,C,1.0,2.0,971.0,1452.0,278.0,425.0,182.0,0,False,False,0,False,False
0 days 00:03:02.600000000,26,1,R,C,1.0,2.0,960.0,1441.0,277.0,441.0,175.0,0,False,False,0,False,False
0 days 00:03:02.800000000,26,1,R,C,1.0,2.0,951.0,1432.0,276.0,423.0,178.0,0,False,False,0,False,False
0 days 00:03:03.000000000,26,1,R,C,1.0,2.0,918.0,1399.0,275.0,396.0,180.0,0,False,False,0,False,False
0 days 00:03:03.200000000,26,1,R,C,1.0,2.0,919.0,1400.0,275.0,425.0,183.0,0,False,False,0,False,False
0 days 00:03:03.400000000,26,1,R,C,1.0,2.0,934.0,1415.0,275.0,420.0,182.0,0,False,False,0,False,False
0 days 00:03:03.600000000,26,1,R,C,1.0,2.0,933.0,1414.0,276.0,406.0,185.0,0,False,False,0,False,False
0 days 00:03:03.800000000,26,1,R,C,1.0,2.0,949.0,1430.0,276.0,423.0,180.0,0,False,False,0,False,False
0 days 00:03:04.000000000,26,1,R,C,1.0,2.0,959.0,1440.0,277.0,422.0,184.0,0,False,False,0,False,False
0 days 00:03:04.200000000,26,1,R,C,1.0,2.0,985.0,1466.0,279.0,460.0,179.0,0,False,False,0,False,False
0 days 00:03:04.400000000,26,1,R,C,1.0,2.0,1000.0,1481.0,280.0,449.0,178.0,0,False,False,0,False,False
0 days 00:03:04.600000000,26,1,R,C,1.0,2.0,973.0,1454.0,278.0,418.0,176.0,0,False,False,0,False,False
0 days 00:03:04.800000000,26,1,R,C,1.0,2.0,966.0,1447.0,278.0,438.0,183.0,0,False,False,0,False,False
0 days 00:03:05.000000000,26,1,R,C,1.0,2.0,966.0,1447.0,277.0,423.0,178.0,0,False,False,0,False,False
0 days 00:03:05.200000000,26,1,R,C,1.0,2.0,979.0,1460.0,278.0,457.0,177.0,0,False,False,0,False,False
0 days 00:03:05.400000000,26,1,R,C,1.0,2.0,975.0,1456.0,278.0,412.0,184.0,0,False,False,0,False,False
0 days 00:03:05.600000000,26,1,R,C,1.0,2.0,939.0,1420.0,277.0,418.0,174.0,0,False,False,0,False,False
0 days 00:03:05.800000000,26,1,R,C,1.0,2.0,959.0,1440.0,278.0,437.0,180.0,0,False,False,0,False,False
0 days 00:03:06.000000000,26,1,R,C,1.0,2.0,1008.0,1489.0,280.0,474.0,181.0,0,False,False,0,False,False
0 days 00:03:06.200000000,26,1,R,C,1.0,2.0,1030.0,1511.0,281.0,472.0,181.0,0,False,False,0,False,False
0 days 00:03:06.400000000,26,1,R,C,1.0,2.0,1011.0,1492.0,280.0,426.0,186.0,0,False,False,0,False,False
0 days 00:03:06.600000000,26,1,R,C,1.0,2.0,996.0,1477.0,279.0,444.0,181.0,0,False,False,0,False,False
0 days 00:03:06.800000000,26,1,R,C,1.0,2.0,1054.0,1535.0,282.0,517.0,178.0,0,False,False,0,False,False
0 days 00:03:07.000000000,26,1,R,C,1.0,2.0,1041.0,1522.0,281.0,426.0,186.0,0,False,False,0,False,False
0 days 00:03:07.200000000,26,1,R,C,1.0,2.0,990.0,1471.0,278.0,440.0,177.0,0,False,False,0,False,False
0 days 00:03:07.400000000,26,1,R,C,1.0,2.0,977.0,1458.0,278.0,420.0,179.0,0,False,False,0,False,False
0 days 00:03:07.600000000,26,1,R,C,1.0,2.0,948.0,1429.0,276.0,415.0,182.0,0,False,False,0,False,False
0 days 00:03:07.800000000,26,1,R,C,1.0,2.0,944.0,1425.0,276.0,415.0,178.0,0,False,False,0,False,False
0 days 00:03:08.000000000,26,1,R,C,1.0,2.0,943.0,1424.0,276.0,425.0,175.0,0,False,False,0,False,False
0 days 00:03:08.200000000,26,1,R,C,1.0,2.0,952.0,1433.0,276.0,440.0,175.0,0,False,False,0,False,False
0 days 00:03:08.400000000,26,1,R,C,1.0,2.0,951.0,1432.0,276.0,419.0,184.0,0,False,False,0,False,False
0 days 00:03:08.600000000,26,1,R,C,1.0,2.0,946.0,1427.0,276.0,428.0,184.0,0,False,False,0,False,False
