package_time,extruder,machine,position,threadline,thread_presence,winder_status,magnitude,raw_magnitude,raw_phase,amplitude,nodes_per_sample,doff_change,start_of_package,end_of_package,thread_presence_change,start_of_line_break,end_of_line_break
0 days 00:02:49.000000000,26,1,R,B,1.0,2.0,700.0,1060.0,-136.0,334.0,179.0,0,False,False,0,False,False
0 days 00:02:49.200000000,26,1,R,B,1.0,2.0,718.0,1078.0,-134.0,388.0,180.0,0,False,False,0,False,False
0 days 00:02:49.400000000,26,1,R,B,1.0,2.0,777.0,1137.0,-130.0,390.0,175.0,0,False,False,0,False,False
0 days 00:02:49.600000000,26,1,R,B,1.0,2.0,786.0,1146.0,-130.0,390.0,181.0,0,False,False,0,False,False
0 days 00:02:49.800000000,26,1,R,B,1.0,2.0,786.0,1146.0,-130.0,393.0,181.0,0,False,False,0,False,False
0 days 00:02:50.000000000,26,1,R,B,1.0,2.0,826.0,1186.0,-127.0,436.0,186.0,0,False,False,0,False,False
0 days 00:02:50.200000000,26,1,R,B,1.0,2.0,835.0,1195.0,-127.0,407.0,177.0,0,False,False,0,False,False
0 days 00:02:50.400000000,26,1,R,B,1.0,2.0,790.0,1150.0,-130.0,386.0,176.0,0,False,False,0,False,False
0 days 00:02:50.600000000,26,1,R,B,1.0,2.0,743.0,1103.0,-133.0,347.0,183.0,0,False,False,0,False,False
0 days 00:02:50.800000000,26,1,R,B,1.0,2.0,716.0,1076.0,-135.0,362.0,184.0,0,False,False,0,False,False
0 days 00:02:51.000000000,26,1,R,B,1.0,2.0,712.0,1072.0,-135.0,340.0,185.0,0,False,False,0,False,False
0 days 00:02:51.200000000,26,1,R,B,1.0,2.0,763.0,1123.0,-131.0,422.0,175.0,0,False,False,0,False,False
0 days 00:02:51.400000000,26,1,R,B,1.0,2.0,770.0,1130.0,-131.0,371.0,178.0,0,False,False,0,False,False
0 days 00:02:51.600000000,26,1,R,B,1.0,2.0,706.0,1066.0,-135.0,344.0,164.0,0,False,False,0,False,False
0 days 00:02:51.800000000,26,1,R,B,1.0,2.0,726.0,1086.0,-133.0,366.0,173.0,0,False,False,0,False,False
0 days 00:02:52.000000000,26,1,R,B,1.0,2.0,790.0,1150.0,-129.0,405.0,174.0,0,False,False,0,False,False
0 days 00:02:52.200000000,26,1,R,B,1.0,2.0,845.0,1205.0,-126.0,432.0,178.0,0,False,False,0,False,False
0 days 00:02:52.400000000,26,1,R,B,1.0,2.0,882.0,1242.0,-123.0,442.0,183.0,0,False,False,0,False,False
0 days 00:02:52.600000000,26,1,R,B,1.0,2.0,885.0,1245.0,-123.0,434.0,175.0,0,False,False,0,False,False
0 days 00:02:52.800000000,26,1,R,B,1.0,2.0,838.0,1198.0,-126.0,402.0,176.0,0,False,False,0,False,False
0 days 00:02:53.000000000,26,1,R,B,1.0,2.0,789.0,1149.0,-129.0,377.0,172.0,0,False,False,0,False,False
0 days 00:02:53.200000000,26,1,R,B,1.0,2.0,768.0,1128.0,-131.0,384.0,171.0,0,False,False,0,False,False
0 days 00:02:53.400000000,26,1,R,B,1.0,2.0,731.0,1091.0,-134.0,336.0,172.0,0,False,False,0,False,False
0 days 00:02:53.600000000,26,1,R,B,1.0,2.0,704.0,1064.0,-136.0,349.0,176.0,0,False,False,0,False,False
0 days 00:02:53.800000000,26,1,R,B,1.0,2.0,749.0,1109.0,-133.0,401.0,171.0,0,False,False,0,False,False
0 days 00:02:54.000000000,26,1,R,B,1.0,2.0,741.0,1101.0,-133.0,341.0,178.0,0,False,False,0,False,False
0 days 00:02:54.200000000,26,1,R,B,1.0,2.0,686.0,1046.0,-136.0,339.0,171.0,0,False,False,0,False,False
0 days 00:02:54.400000000,26,1,R,B,1.0,2.0,706.0,1066.0,-136.0,365.0,179.0,0,False,False,0,False,False
0 days 00:02:54.600000000,26,1,R,B,1.0,2.0,750.0,1110.0,-133.0,393.0,175.0,0,False,False,0,False,False
0 days 00:02:54.800000000,26,1,R,B,1.0,2.0,800.0,1160.0,-129.0,421.0,182.0,0,False,False,0,False,False
0 days 00:02:55.000000000,26,1,R,B,1.0,2.0,847.0,1207.0,-126.0,421.0,181.0,0,False,False,0,False,False
0 days 00:02:55.200000000,26,1,R,B,1.0,2.0,862.0,1222.0,-125.0,419.0,180.0,0,False,False,0,False,False
0 days 00:02:55.400000000,26,1,R,B,1.0,2.0,839.0,1199.0,-126.0,397.0,184.0,0,False,False,0,False,False
0 days 00:02:55.600000000,26,1,R,B,1.0,2.0,788.0,1148.0,-130.0,382.0,173.0,0,False,False,0,False,False
0 days 00:02:55.800000000,26,1,R,B,1.0,2.0,745.0,1105.0,-133.0,368.0,167.0,0,False,False,0,False,False
0 days 00:02:56.000000000,26,1,R,B,1.0,2.0,723.0,1083.0,-135.0,350.0,176.0,0,False,False,0,False,False
0 days 00:02:56.200000000,26,1,R,B,1.0,2.0,714.0,1074.0,-135.0,359.0,175.0,0,False,False,0,False,False
0 days 00:02:56.400000000,26,1,R,B,1.0,2.0,727.0,1087.0,-134.0,372.0,175.0,0,False,False,0,False,False
0 days 00:02:56.600000000,26,1,R,B,1.0,2.0,727.0,1087.0,-134.0,360.0,182.0,0,False,False,0,False,False
0 days 00:02:56.800000000,26,1,R,B,1.0,2.0,737.0,1097.0,-133.0,382.0,185.0,0,False,False,0,False,False
0 days 00:02:57.000000000,26,1,R,B,1.0,2.0,784.0,1144.0,-131.0,395.0,183.0,0,False,False,0,False,False
0 days 00:02:57.200000000,26,1,R,B,1.0,2.0,822.0,1182.0,-128.0,427.0,174.0,0,False,False,0,False,False
0 days 00:02:57.400000000,26,1,R,B,1.0,2.0,850.0,1210.0,-126.0,429.0,182.0,0,False,False,0,False,False
0 days 00:02:57.600000000,26,1,R,B,1.0,2.0,858.0,1218.0,-125.0,424.0,187.0,0,False,False,0,False,False
0 days 00:02:57.800000000,26,1,R,B,1.0,2.0,861.0,1221.0,-125.0,433.0,173.0,0,False,False,0,False,False
